P LHS RHS
0.0041 [PRN] "[,] [CC] [PP-CLR]"
0.0041 [PRN] [SBAR]
0.0041 [PRN] "[,] [INTJ] [NP] [,]"
0.0041 [PRN] "[:] [ADVP] [NP]"
0.0041 [PRN] "[:] [ADJP]"
0.0041 [PRN] "[-LRB-] [CC] [VP] [-RRB-]"
0.0041 [PRN] "[,] [CC] [NP]"
0.0041 [PRN] "[,] [NP-1] [,]"
0.0041 [PRN] "[:] [NP] [PP] [:]"
0.0041 [PRN] "[,] [SBAR] [,]"
0.0041 [PRN] "[,] [ADVP-MNR] [,]"
0.0041 [PRN] "[:] [SBAR-SBJ] [:]"
0.0041 [PRN] "[:] [CC] [NN] [:]"
0.0041 [PRN] "[:] [S]"
0.0041 [PRN] "[-LRB-] [S-ADV] [-RRB-]"
0.0041 [PRN] "[:] [CC] [JJ] [:]"
0.0041 [PRN] "[:] [PP-TMP] [:]"
0.0041 [PRN] "[:] [PP]"
0.0041 [PRN] "[,] [PP-MNR] [,]"
0.0041 [PRN] "[,] [IN] [DT] [,]"
0.0041 [PRN] "[,] [PP]"
0.0041 [PRN] "[-LRB-] [NP] [PP] [-RRB-]"
0.0041 [PRN] "[-LRB-] [ADVP] [NP] [-RRB-]"
0.374 [PRP$] 'its'
0.255 [PRP$] 'their'
0.1654 [PRP$] 'his'
0.051 [PRP$] 'her'
0.0402 [PRP$] 'our'
0.0355 [PRP$] 'your'
0.0278 [PRP$] 'my'
0.0124 [PRP$] 'Your'
0.0108 [PRP$] 'Its'
0.0077 [PRP$] 'His'
0.0077 [PRP$] 'Her'
0.0062 [PRP$] 'Their'
0.0046 [PRP$] 'My'
0.0015 [PRP$] '<unk>'
0.2545 [PRP] 'it'
0.1309 [PRP] 'he'
0.1182 [PRP] 'they'
0.0695 [PRP] 'I'
0.0534 [PRP] 'It'
0.0508 [PRP] 'she'
0.0448 [PRP] 'He'
0.0434 [PRP] 'you'
0.0421 [PRP] 'them'
0.0321 [PRP] 'we'
0.0307 [PRP] 'They'
0.0301 [PRP] 'We'
0.0167 [PRP] 'us'
0.016 [PRP] 'You'
0.014 [PRP] 'She'
0.0127 [PRP] 'her'
0.0087 [PRP] 'him'
0.008 [PRP] 'themselves'
0.0067 [PRP] 'me'
0.0047 [PRP] 'himself'
0.0047 [PRP] 'itself'
0.002 [PRP] 'yourself'
0.002 [PRP] 'one'
0.0013 [PRP] 'herself'
0.0013 [PRP] 'IT'
0.0007 [PRP] '<unk>'
0.9293 [PRT] [RP]
0.0489 [PRT] [IN]
0.0109 [PRT] [RB]
0.0054 [PRT] [JJ]
0.0054 [PRT] [RBR]
1.0 [QP-1] "[CC] [RB]"
0.4262 [QP] "[$] [CD] [CD]"
0.116 [QP] "[CD] [CD]"
0.0549 [QP] "[RB] [CD]"
0.0485 [QP] "[JJR] [IN] [CD]"
0.0485 [QP] "[IN] [CD]"
0.0274 [QP] "[IN] [$] [CD] [CD]"
0.0211 [QP] "[RB] [$] [CD] [CD]"
0.019 [QP] "[CD] [TO] [CD]"
0.019 [QP] "[#] [CD] [CD]"
0.0148 [QP] "[RBR] [IN] [CD]"
0.0105 [QP] "[RB] [CD] [CD]"
0.0105 [QP] "[CD] [NNS]"
0.0084 [QP] "[IN] [CD] [CD]"
0.0084 [QP] "[RB] [$] [CD]"
0.0084 [QP] "[CC] [RB]"
0.0084 [QP] "[RB] [JJ] [IN] [CD]"
0.0084 [QP] "[IN] [JJS] [CD]"
0.0084 [QP] "[CC] [JJR]"
0.0063 [QP] "[JJR] [IN] [CD] [CD]"
0.0063 [QP] "[RB] [NN]"
0.0063 [QP] "[IN] [TO] [CD]"
0.0063 [QP] "[IN] [$] [CD]"
0.0063 [QP] "[JJR] [IN] [$] [CD]"
0.0042 [QP] "[DT] [$] [CD] [CD]"
0.0042 [QP] "[CD] [CC] [CD]"
0.0042 [QP] "[DT] [CD]"
0.0042 [QP] "[RB] [IN] [CD]"
0.0042 [QP] "[JJR] [IN] [DT]"
0.0042 [QP] "[CC] [CD]"
0.0042 [QP] "[JJ] [CD] [CD]"
0.0042 [QP] "[RB] [DT] [NN]"
0.0042 [QP] "[JJ] [NNS]"
0.0042 [QP] "[IN] [#] [CD] [CD]"
0.0042 [QP] "[CD] [IN] [CD]"
0.0021 [QP] "[IN] [JJS] [DT]"
0.0021 [QP] "[IN] [IN] [CD]"
0.0021 [QP] "[RB] [RB] [$] [CD]"
0.0021 [QP] "[RB] [RB] [DT]"
0.0021 [QP] "[DT] [CD] [CD]"
0.0021 [QP] "[IN] [JJS] [DT] [NN]"
0.0021 [QP] "[JJ] [IN] [CD] [NNS]"
0.0021 [QP] "[JJR] [IN] [DT] [JJ]"
0.0021 [QP] "[CD] [CC] [RB]"
0.0021 [QP] "[RBR] [IN] [CD] [NNS]"
0.0021 [QP] "[RBR] [IN] [DT]"
0.0021 [QP] "[RB] [DT] [JJ]"
0.0021 [QP] "[RB] [JJR] [IN] [CD]"
0.0021 [QP] "[RP] [CD]"
0.0021 [QP] "[RB] [DT]"
0.0021 [QP] "[CD] [CC] [JJR]"
0.0021 [QP] "[DT] [JJ] [CD]"
0.0021 [QP] "[RB] [JJ] [IN] [DT]"
0.0021 [QP] "[RB] [JJ]"
0.0021 [QP] [RB]
0.0021 [QP] [-NONE-]
0.0021 [QP] "[IN] [TO] [$] [CD]"
0.0021 [QP] "[JJR] [IN] [PDT]"
0.0021 [QP] "[RB] [IN] [CD] [CD]"
0.0021 [QP] "[CC] [RBR]"
0.0021 [QP] "[DT] [NN] [IN] [CD]"
0.5597 [RBR] 'more'
0.0896 [RBR] 'less'
0.0672 [RBR] 'earlier'
0.0597 [RBR] 'better'
0.0373 [RBR] 'longer'
0.0224 [RBR] 'higher'
0.0224 [RBR] 'further'
0.0224 [RBR] 'later'
0.0224 [RBR] 'More'
0.0149 [RBR] 'drearier'
0.0149 [RBR] 'sooner'
0.0149 [RBR] 'closer'
0.0149 [RBR] 'harder'
0.0149 [RBR] 'lower'
0.0149 [RBR] 'never'
0.0075 [RBR] '<unk>'
0.9062 [RBS] 'most'
0.0625 [RBS] 'Most'
0.0312 [RBS] '<unk>'
0.1007 [RB] 'n't'
0.045 [RB] 'not'
0.0405 [RB] 'also'
0.0223 [RB] 'even'
0.0208 [RB] 'only'
0.0193 [RB] 'now'
0.0186 [RB] 'so'
0.0145 [RB] 'as'
0.0145 [RB] 'well'
0.0137 [RB] 'just'
0.0111 [RB] 'much'
0.0108 [RB] 'still'
0.0104 [RB] 'about'
0.0097 [RB] 'very'
0.0093 [RB] 'far'
0.0085 [RB] 'then'
0.0085 [RB] 'often'
0.0078 [RB] 'too'
0.0078 [RB] 'never'
0.0074 [RB] 'however'
0.0074 [RB] 'already'
0.0074 [RB] 'recently'
0.0071 [RB] 'down'
0.0071 [RB] 'currently'
0.0067 [RB] 'here'
0.0063 [RB] 'ago'
0.0063 [RB] 'almost'
0.0059 [RB] 'nearly'
0.0059 [RB] 'always'
0.0056 [RB] 'back'
0.0056 [RB] 'up'
0.0052 [RB] 'away'
0.0048 [RB] 'rather'
0.0048 [RB] 'again'
0.0048 [RB] 'once'
0.0045 [RB] 'particularly'
0.0045 [RB] 'there'
0.0045 [RB] 'quickly'
0.0045 [RB] 'So'
0.0045 [RB] 'probably'
0.0045 [RB] 'long'
0.0041 [RB] 'closely'
0.0041 [RB] 'sharply'
0.0037 [RB] 'yet'
0.0037 [RB] 'really'
0.0037 [RB] 'enough'
0.0037 [RB] 'Now'
0.0037 [RB] 'no'
0.0037 [RB] 'publicly'
0.0037 [RB] 'previously'
0.0037 [RB] 'perhaps'
0.0037 [RB] 'fully'
0.0037 [RB] 'highly'
0.0033 [RB] 'first'
0.0033 [RB] 'widely'
0.0033 [RB] 'generally'
0.0033 [RB] 'Also'
0.0033 [RB] 'soon'
0.0033 [RB] 'usually'
0.0033 [RB] 'ahead'
0.0033 [RB] 'apparently'
0.0033 [RB] 'However'
0.003 [RB] 'sometimes'
0.003 [RB] 'pretty'
0.003 [RB] 'instead'
0.003 [RB] 'officially'
0.003 [RB] 'Not'
0.003 [RB] 'early'
0.003 [RB] 'Even'
0.003 [RB] 'jointly'
0.003 [RB] 'little'
0.003 [RB] 'ever'
0.003 [RB] 'especially'
0.003 [RB] 'relatively'
0.003 [RB] 'partly'
0.003 [RB] 'Then'
0.0026 [RB] 'together'
0.0026 [RB] 'rapidly'
0.0026 [RB] 'before'
0.0026 [RB] 'virtually'
0.0026 [RB] 'roughly'
0.0026 [RB] 'Meanwhile'
0.0026 [RB] 'privately'
0.0026 [RB] 'alone'
0.0022 [RB] 'Moreover'
0.0022 [RB] 'possibly'
0.0022 [RB] 'substantially'
0.0022 [RB] 'eventually'
0.0022 [RB] 'initially'
0.0022 [RB] 'clearly'
0.0022 [RB] 'hard'
0.0022 [RB] 'heavily'
0.0022 [RB] 'easily'
0.0022 [RB] 'directly'
0.0022 [RB] 'Indeed'
0.0022 [RB] 'meanwhile'
0.0019 [RB] 'equally'
0.0019 [RB] 'merely'
0.0019 [RB] 'largely'
0.0019 [RB] 'basically'
0.0019 [RB] 'Instead'
0.0019 [RB] 'hardly'
0.0019 [RB] 'precisely'
0.0019 [RB] 'effectively'
0.0019 [RB] 'forward'
0.0019 [RB] 'increasingly'
0.0019 [RB] 'Only'
0.0019 [RB] 'Just'
0.0019 [RB] 'slightly'
0.0019 [RB] 'frequently'
0.0019 [RB] 'fairly'
0.0019 [RB] 'entirely'
0.0019 [RB] 'shortly'
0.0019 [RB] 'simply'
0.0019 [RB] 'quite'
0.0019 [RB] 'essentially'
0.0019 [RB] 'poorly'
0.0019 [RB] 'annually'
0.0019 [RB] 'Currently'
0.0019 [RB] 'Still'
0.0015 [RB] 'notably'
0.0015 [RB] 'indeed'
0.0015 [RB] 'slowly'
0.0015 [RB] 'right'
0.0015 [RB] 'continually'
0.0015 [RB] 'Similarly'
0.0015 [RB] 'Thus'
0.0015 [RB] 'Partly'
0.0015 [RB] 'mainly'
0.0015 [RB] 'else'
0.0015 [RB] 'typically'
0.0015 [RB] 'allegedly'
0.0015 [RB] 'considerably'
0.0015 [RB] 'Previously'
0.0015 [RB] 'badly'
0.0015 [RB] 'overseas'
0.0015 [RB] 'greatly'
0.0015 [RB] 'swiftly'
0.0015 [RB] 'mostly'
0.0015 [RB] 'constantly'
0.0015 [RB] 'hopefully'
0.0015 [RB] 'primarily'
0.0015 [RB] 'historically'
0.0015 [RB] 'finally'
0.0015 [RB] 'certainly'
0.0015 [RB] 'though'
0.0015 [RB] 'tentatively'
0.0015 [RB] 'that'
0.0015 [RB] 'Yet'
0.0015 [RB] 'normally'
0.0015 [RB] 'surprisingly'
0.0015 [RB] 'out'
0.0015 [RB] 'modestly'
0.0015 [RB] 'seriously'
0.0015 [RB] 'temporarily'
0.0011 [RB] 'p.m'
0.0011 [RB] 'unfairly'
0.0011 [RB] 'elsewhere'
0.0011 [RB] 'evenly'
0.0011 [RB] 'supposedly'
0.0011 [RB] 'in'
0.0011 [RB] 'approximately'
0.0011 [RB] 'Nevertheless'
0.0011 [RB] 'Separately'
0.0011 [RB] 'perfectly'
0.0011 [RB] 'above'
0.0011 [RB] 'ultimately'
0.0011 [RB] 'Some'
0.0011 [RB] 'traditionally'
0.0011 [RB] 'late'
0.0011 [RB] 'single-handedly'
0.0011 [RB] 'editorially'
0.0011 [RB] 'seasonally'
0.0011 [RB] 'profitably'
0.0011 [RB] 'abroad'
0.0011 [RB] 'damn'
0.0011 [RB] 'Soon'
0.0011 [RB] 'fractionally'
0.0011 [RB] 'mentally'
0.0011 [RB] 'namely'
0.0011 [RB] 'Once'
0.0011 [RB] 'openly'
0.0011 [RB] 'presumably'
0.0011 [RB] 'Rather'
0.0011 [RB] 'manually'
0.0011 [RB] 'promptly'
0.0011 [RB] 'further'
0.0011 [RB] 'duly'
0.0011 [RB] 'originally'
0.0011 [RB] 'voluntarily'
0.0011 [RB] 'exceptionally'
0.0011 [RB] 'Here'
0.0011 [RB] 'aggressively'
0.0011 [RB] 'Much'
0.0011 [RB] 'actually'
0.0011 [RB] 'dramatically'
0.0011 [RB] 'nowhere'
0.0011 [RB] 'Typically'
0.0011 [RB] 'around'
0.0011 [RB] 'consistently'
0.0011 [RB] 'everywhere'
0.0011 [RB] 'necessarily'
0.0011 [RB] 'unsuccessfully'
0.0011 [RB] 'either'
0.0011 [RB] 'newly'
0.0011 [RB] 'financially'
0.0011 [RB] 'short'
0.0011 [RB] 'immediately'
0.0011 [RB] 'because'
0.0011 [RB] 'any'
0.0011 [RB] 'earlier'
0.0011 [RB] 'over'
0.0011 [RB] 'suddenly'
0.0011 [RB] 'all'
0.0011 [RB] 'high'
0.0011 [RB] 'thus'
0.0011 [RB] 'formerly'
0.0011 [RB] 'Late'
0.0011 [RB] 'off'
0.0011 [RB] 'close'
0.0011 [RB] 'moderately'
0.0011 [RB] 'straight'
0.0011 [RB] 'Too'
0.0011 [RB] 'strongly'
0.0011 [RB] 'harshly'
0.0011 [RB] 'Perhaps'
0.0011 [RB] 'obviously'
0.0011 [RB] 'Further'
0.0011 [RB] 'significantly'
0.0007 [RB] 'madly'
0.0007 [RB] 'No'
0.0007 [RB] 'maybe'
0.0007 [RB] 'invariably'
0.0007 [RB] 'smoothly'
0.0007 [RB] 'lately'
0.0007 [RB] 'tenfold'
0.0007 [RB] 'marvelously'
0.0007 [RB] 'awfully'
0.0007 [RB] 'unbearably'
0.0007 [RB] 'solely'
0.0007 [RB] 'Frankly'
0.0007 [RB] 'sooner'
0.0007 [RB] 'tidily'
0.0007 [RB] 'politely'
0.0007 [RB] 'mechanically'
0.0007 [RB] 'unusually'
0.0007 [RB] 'vertically'
0.0007 [RB] 'exclusively'
0.0007 [RB] 'deeply'
0.0007 [RB] 'Altogether'
0.0007 [RB] 'predictably'
0.0007 [RB] 'anyway'
0.0007 [RB] 'Right'
0.0007 [RB] 'laboriously'
0.0007 [RB] 'sufficiently'
0.0007 [RB] 'nearby'
0.0007 [RB] 'potentially'
0.0007 [RB] 'robustly'
0.0007 [RB] 'simultaneously'
0.0007 [RB] 'Almost'
0.0007 [RB] 'extremely'
0.0007 [RB] 'twice'
0.0007 [RB] 'nonetheless'
0.0007 [RB] 'fundamentally'
0.0007 [RB] 'therefore'
0.0007 [RB] 'apiece'
0.0007 [RB] 'free'
0.0007 [RB] 'triple'
0.0007 [RB] 'unrealistically'
0.0007 [RB] 'strictly'
0.0007 [RB] 'Sometimes'
0.0007 [RB] 'surreptitiously'
0.0007 [RB] 'domestically'
0.0007 [RB] 'Nonetheless'
0.0007 [RB] 'globally'
0.0007 [RB] 'Particularly'
0.0007 [RB] 'studiously'
0.0007 [RB] 'Back'
0.0007 [RB] 'spectacularly'
0.0007 [RB] 'fast'
0.0007 [RB] 'yes'
0.0007 [RB] 'mistakenly'
0.0007 [RB] 'Unfortunately'
0.0007 [RB] 'scrupulously'
0.0007 [RB] 'Financially'
0.0007 [RB] 'universally'
0.0007 [RB] 'technically'
0.0007 [RB] 'Actually'
0.0007 [RB] 'Mostly'
0.0007 [RB] 'indefinitely'
0.0007 [RB] 'utterly'
0.0007 [RB] 'Maybe'
0.0007 [RB] 'structurally'
0.0007 [RB] 'Already'
0.0007 [RB] 'adequately'
0.0007 [RB] 'personally'
0.0007 [RB] 'upstream'
0.0007 [RB] 'by'
0.0007 [RB] 'longer'
0.0007 [RB] 'prior'
0.0007 [RB] 'rhythmically'
0.0007 [RB] 'home'
0.0007 [RB] 'somehow'
0.0007 [RB] 'scarcely'
0.0007 [RB] 'darned'
0.0007 [RB] 'skyward'
0.0007 [RB] 'accurately'
0.0007 [RB] 'favorably'
0.0007 [RB] 'Traditionally'
0.0007 [RB] 'derisively'
0.0007 [RB] 'upside'
0.0007 [RB] 'hydraulically'
0.0007 [RB] 'Academically'
0.0007 [RB] 'LATE'
0.0007 [RB] 'wildly'
0.0007 [RB] 'purely'
0.0007 [RB] 'below'
0.0007 [RB] 'Certainly'
0.0007 [RB] 'continuously'
0.0007 [RB] 'Often'
0.0007 [RB] 'prospectively'
0.0007 [RB] 'on'
0.0007 [RB] 'separately'
0.0007 [RB] 'last'
0.0007 [RB] 'for'
0.0007 [RB] 'carefully'
0.0007 [RB] 'Again'
0.0007 [RB] 'altogether'
0.0007 [RB] 'As'
0.0007 [RB] 'inherently'
0.0007 [RB] 'beforehand'
0.0007 [RB] 'actively'
0.0007 [RB] 'Virtually'
0.0007 [RB] 'likely'
0.0007 [RB] 'rarely'
0.0007 [RB] 'prominently'
0.0007 [RB] 'completely'
0.0007 [RB] 'plus'
0.0007 [RB] 'tight'
0.0007 [RB] 'steadily'
0.0007 [RB] 'enormously'
0.0007 [RB] 'sure'
0.0007 [RB] 'Prior'
0.0007 [RB] 'chiefly'
0.0007 [RB] 'low'
0.0007 [RB] 'Probably'
0.0007 [RB] 'but'
0.0007 [RB] 'smartly'
0.0007 [RB] 'successfully'
0.0007 [RB] 'after'
0.0007 [RB] 'Invariably'
0.0007 [RB] 'slow'
0.0007 [RB] 'Far'
0.0007 [RB] 'marginally'
0.0007 [RB] 'inaccurately'
0.0007 [RB] 'amazingly'
0.0007 [RB] 'vice'
0.0007 [RB] 'differently'
0.0007 [RB] 'Shortly'
0.0007 [RB] 'surely'
0.0007 [RB] 'federally'
0.0007 [RB] 'repeatedly'
0.0007 [RB] 'properly'
0.0007 [RB] 'anywhere'
0.0007 [RB] 'occasionally'
0.0007 [RB] 'flat'
0.0007 [RB] 'stringently'
0.0007 [RB] 'fine'
0.0007 [RB] 'anytime'
0.0007 [RB] 'stocks'
0.0007 [RB] 'intimately'
0.0007 [RB] 'wide'
0.0007 [RB] 'narrowly'
0.0007 [RB] 'locally'
0.0007 [RB] 'exactly'
0.0007 [RB] 'excessively'
0.0007 [RB] 'expressly'
0.0007 [RB] 'radically'
0.0007 [RB] 'yon'
0.0007 [RB] 'Recently'
0.0007 [RB] 'cautiously'
0.0007 [RB] 'brilliantly'
0.0007 [RB] 'exceedingly'
0.0007 [RB] 'relentlessly'
0.0007 [RB] 'frankly'
0.0007 [RB] 'downward'
0.0007 [RB] 'newsweekly'
0.0007 [RB] 'absolutely'
0.0007 [RB] 'partially'
0.0007 [RB] 'gradually'
0.0007 [RB] 'Sure'
0.0007 [RB] 'afterwards'
0.0007 [RB] 'reportedly'
0.0007 [RB] 'alike'
0.0007 [RB] 'drastically'
0.0007 [RB] 'accidentally'
0.0007 [RB] 'alternatively'
0.0007 [RB] 'Always'
0.0007 [RB] 'After'
0.0007 [RB] 'vitally'
0.0007 [RB] 'illegally'
0.0007 [RB] 'desperately'
0.0007 [RB] 'faultlessly'
0.0007 [RB] 'hither'
0.0007 [RB] 'informally'
0.0007 [RB] 'broadly'
0.0007 [RB] 'clear'
0.0007 [RB] 'Totally'
0.0007 [RB] 'moreover'
0.0007 [RB] 'Little'
0.0007 [RB] 'apart'
0.0007 [RB] 'honorably'
0.0007 [RB] 'downright'
0.0004 [RB] '<unk>'
0.335 [RP] 'up'
0.2081 [RP] 'out'
0.1066 [RP] 'off'
0.0812 [RP] 'in'
0.066 [RP] 'down'
0.0305 [RP] 'on'
0.0305 [RP] 'over'
0.0254 [RP] 'away'
0.0203 [RP] 'around'
0.0203 [RP] 'back'
0.0203 [RP] 'about'
0.0203 [RP] 'together'
0.0102 [RP] 'across'
0.0102 [RP] 'for'
0.0102 [RP] 'through'
0.0051 [RP] '<unk>'
0.4 [RRC] [VP]
0.3 [RRC] "[ADVP-TMP] [VP]"
0.1 [RRC] "[PP-TMP] [NP]"
0.1 [RRC] "[ADJP] [PP-LOC] [PP]"
0.1 [RRC] "[ADJP] [NP-TMP]"
0.6905 [S-1] "[NP-SBJ] [VP]"
0.0952 [S-1] "[NP-SBJ] [PRN] [VP] [.]"
0.0476 [S-1] "[PRN] [NP-SBJ] [VP]"
0.0476 [S-1] "[NP-SBJ] [VP] [.]"
0.0238 [S-1] "[CC] [NP-SBJ] [VP] [.]"
0.0238 [S-1] "[ADVP] [PRN] [NP-SBJ] [VP]"
0.0238 [S-1] "[NP-SBJ-2] [PRN] [VP] [.]"
0.0238 [S-1] "[PP] [,] [NP-SBJ] [VP]"
0.0238 [S-1] "[NP-SBJ-2] [VP]"
0.6522 [S-2] "[NP-SBJ] [VP]"
0.087 [S-2] "[NP-SBJ-1] [VP]"
0.087 [S-2] "[NP-SBJ] [VP] [.]"
0.087 [S-2] "[NP-SBJ-1] [VP] [.]"
0.0435 [S-2] "[NP-SBJ-80] [VP] [.]"
0.0435 [S-2] "[PP] [,] [NP-SBJ-1] [VP]"
0.3333 [S-3] "[NP-SBJ] [VP] [.]"
0.3333 [S-3] "[S-NOM-SBJ] [VP]"
0.3333 [S-3] "[S] [,] [NP-SBJ-1] [VP]"
1.0 [S-4] "[NP-SBJ] [VP]"
1.0 [S-ADV-2] "[NP-SBJ] [VP]"
0.6824 [S-ADV] "[NP-SBJ] [VP]"
0.0647 [S-ADV] "[NP-SBJ] [ADJP-PRD]"
0.0588 [S-ADV] "[NP-SBJ-1] [VP]"
0.0588 [S-ADV] "[NP-SBJ-2] [VP]"
0.0235 [S-ADV] "[NP-SBJ-3] [VP]"
0.0235 [S-ADV] "[NP-SBJ] [NP-PRD]"
0.0176 [S-ADV] "[NP-SBJ] [ADVP] [VP]"
0.0059 [S-ADV] "[NP-SBJ] [ADVP] [PP-PRD]"
0.0059 [S-ADV] "[NP-SBJ] [ADVP-TMP] [VP]"
0.0059 [S-ADV] "[NP-SBJ-3] [ADJP-PRD]"
0.0059 [S-ADV] "[ADVP] [NP-SBJ] [VP]"
0.0059 [S-ADV] "[NP-SBJ-2] [ADVP] [VP]"
0.0059 [S-ADV] "[NP-SBJ-3] [ADVP] [VP]"
0.0059 [S-ADV] "[NP-SBJ-24] [VP]"
0.0059 [S-ADV] "[NP-SBJ] [ADVP-TMP] [ADJP-PRD]"
0.0059 [S-ADV] "[NP-SBJ-19] [VP]"
0.0059 [S-ADV] "[NP-SBJ] [ADVP-TMP] [NP-PRD]"
0.0059 [S-ADV] "[NP-SBJ] [ADVP-LOC-PRD] [PP]"
0.0059 [S-ADV] [-NONE-]
0.5 [S-CLF] "[NP-SBJ] [VP]"
0.25 [S-CLF] "[CC] [NP-SBJ] [VP] [.]"
0.25 [S-CLF] "[NP-SBJ] [VP] [.]"
0.9344 [S-CLR] "[NP-SBJ] [VP]"
0.0164 [S-CLR] "[NP-SBJ] [ADJP-PRD]"
0.0164 [S-CLR] "[NP-SBJ-3] [VP]"
0.0164 [S-CLR] "[S] [,] [CC] [S]"
0.0164 [S-CLR] "[NP-SBJ-1] [VP]"
0.5 [S-HLN] "[NP-SBJ] [VP] [.]"
0.2857 [S-HLN] "[NP-SBJ] [VP]"
0.0714 [S-HLN] "[NP-SBJ-1] [VP]"
0.0714 [S-HLN] "[NP-SBJ] [VP] [:]"
0.0714 [S-HLN] "[NP-SBJ-1] [VP] [:]"
1.0 [S-MNR] "[NP-SBJ] [VP]"
1.0 [S-NOM-PRD] "[NP-SBJ] [VP]"
0.9545 [S-NOM-SBJ] "[NP-SBJ] [VP]"
0.0455 [S-NOM-SBJ] "[NP-SBJ-1] [VP]"
0.8984 [S-NOM] "[NP-SBJ] [VP]"
0.0312 [S-NOM] "[NP-SBJ-1] [VP]"
0.0195 [S-NOM] "[NP-SBJ-2] [VP]"
0.0078 [S-NOM] "[NP-SBJ] [ADVP] [VP]"
0.0078 [S-NOM] "[NP-SBJ] [RB] [VP]"
0.0039 [S-NOM] "[NP-SBJ] [PP-LOC-PRD]"
0.0039 [S-NOM] "[NP-SBJ-88] [VP]"
0.0039 [S-NOM] "[NP-SBJ-4] [VP]"
0.0039 [S-NOM] "[NP-SBJ] [ADVP-TMP] [VP]"
0.0039 [S-NOM] "[NP-SBJ-3] [VP]"
0.0039 [S-NOM] "[NP-SBJ-55] [VP]"
0.0039 [S-NOM] "[NP-SBJ] [IN] [VP]"
0.0039 [S-NOM] "[NP-SBJ] [VP] [,]"
0.0039 [S-NOM] "[NP-SBJ-2] [ADVP-TMP] [VP]"
0.7368 [S-PRD] "[NP-SBJ] [VP]"
0.1053 [S-PRD] "[NP-SBJ-2] [VP]"
0.0526 [S-PRD] "[NP-SBJ-18] [VP]"
0.0526 [S-PRD] "[NP-SBJ-43] [VP]"
0.0526 [S-PRD] "[NP-SBJ-79] [VP]"
0.75 [S-PRP-CLR] "[NP-SBJ] [VP]"
0.25 [S-PRP-CLR] "[NP-SBJ-1] [VP]"
0.9101 [S-PRP] "[NP-SBJ] [VP]"
0.0225 [S-PRP] "[ADVP] [NP-SBJ] [VP]"
0.0225 [S-PRP] "[NP-SBJ-3] [VP]"
0.0112 [S-PRP] "[NP-SBJ-55] [VP]"
0.0112 [S-PRP] "[ADVP] [NP-SBJ-2] [VP]"
0.0112 [S-PRP] "[S] [CC] [S]"
0.0112 [S-PRP] "[NP-SBJ-4] [VP]"
0.5 [S-SBJ] "[NP-SBJ] [VP]"
0.5 [S-SBJ] "[NP-SBJ-1] [VP]"
0.5 [S-TMP] "[NP-SBJ] [VP]"
0.5 [S-TMP] "[NP-SBJ] [VP] [PP-TMP]"
0.6188 [S-TPC-1] "[NP-SBJ] [VP]"
0.0663 [S-TPC-1] "[NP-SBJ-2] [VP]"
0.0442 [S-TPC-1] "[S] [,] [CC] [S]"
0.0276 [S-TPC-1] "[ADVP] [,] [NP-SBJ] [VP]"
0.0276 [S-TPC-1] "[NP-SBJ] [``] [VP]"
0.0221 [S-TPC-1] "[S-NOM-SBJ] [VP]"
0.0166 [S-TPC-1] "[PP-TMP] [,] [NP-SBJ] [VP]"
0.0166 [S-TPC-1] "[SBAR-ADV] [,] [NP-SBJ] [VP]"
0.0166 [S-TPC-1] "[NP-SBJ] [ADVP] [VP]"
0.011 [S-TPC-1] "[CC] [NP-SBJ] [VP]"
0.0055 [S-TPC-1] "[NP-SBJ-2] [PRN] [VP]"
0.0055 [S-TPC-1] "[PP-LOC] [,] [NP-SBJ] [VP]"
0.0055 [S-TPC-1] "[ADVP-TMP] [NP-SBJ] [VP]"
0.0055 [S-TPC-1] "[S-SBJ] [VP]"
0.0055 [S-TPC-1] "[PP-LOC] [,] [NP-SBJ-5] [VP]"
0.0055 [S-TPC-1] "[NP-SBJ-3] [VP]"
0.0055 [S-TPC-1] "[SBAR-NOM-SBJ] [VP]"
0.0055 [S-TPC-1] "[RB] [NP-SBJ] [VP]"
0.0055 [S-TPC-1] "[CC] [NP-SBJ] [NP-TMP] [VP]"
0.0055 [S-TPC-1] "[NP-TMP] [,] [NP-SBJ] [VP]"
0.0055 [S-TPC-1] "[S] [IN] [S]"
0.0055 [S-TPC-1] "[PP-TMP] [,] [NP-SBJ-3] [VP]"
0.0055 [S-TPC-1] "[S] [:] [S]"
0.0055 [S-TPC-1] "[NP-SBJ] [ADVP] [ADVP-TMP] [VP]"
0.0055 [S-TPC-1] "[S] [CC] [S]"
0.0055 [S-TPC-1] "[NP-SBJ-111] [VP]"
0.0055 [S-TPC-1] "[ADVP-TMP] [,] [NP-SBJ] [VP]"
0.0055 [S-TPC-1] "[S-NOM-SBJ] [ADVP] [VP]"
0.0055 [S-TPC-1] "[PP] [,] [NP-SBJ] [VP]"
0.0055 [S-TPC-1] "[NP-SBJ-87] [VP]"
0.0055 [S-TPC-1] "[CC] [``] [NP-SBJ] [VP]"
0.0055 [S-TPC-1] "[SBAR-TMP] [,] [NP-SBJ] [VP]"
0.0055 [S-TPC-1] "[``] [NP-SBJ] [VP]"
0.0055 [S-TPC-1] "[S] [:] [SBARQ]"
0.3621 [S-TPC-2] "[NP-SBJ] [VP]"
0.1897 [S-TPC-2] "[NP-SBJ-1] [VP]"
0.0517 [S-TPC-2] "[S] [,] [CC] [S]"
